customer_id,first_name,city,age,gender,loyalty_tier,signup_date
1060,Customer_60,Alexandria,69,F,Silver,2018-01-03
1061,Customer_61,Giza,33,F,Silver,2018-01-03
1062,Customer_62,Luxor,38,F,Bronze,2018-01-03
1063,Customer_63,Cairo,52,M,Bronze,2018-01-03
1064,Customer_64,Luxor,37,F,Silver,2018-01-03
1065,Customer_65,Cairo,45,M,Bronze,2018-01-03
1066,Customer_66,Cairo,67,F,Gold,2018-01-03
1067,Customer_67,Cairo,62,M,Gold,2018-01-03
1068,Customer_68,Giza,47,M,Bronze,2018-01-03
1069,Customer_69,Alexandria,42,M,Gold,2018-01-03
1070,Customer_70,Alexandria,69,M,Bronze,2018-01-03
1071,Customer_71,Luxor,43,F,Platinum,2018-01-03
1072,Customer_72,Luxor,63,F,Bronze,2018-01-04
1073,Customer_73,Giza,47,M,Platinum,2018-01-04
1074,Customer_74,Cairo,64,M,Silver,2018-01-04
1075,Customer_75,Alexandria,23,F,Silver,2018-01-04
1076,Customer_76,Alexandria,27,M,Silver,2018-01-04
1077,Customer_77,Luxor,30,M,Bronze,2018-01-04
1078,Customer_78,Giza,52,F,Bronze,2018-01-04
1079,Customer_79,Cairo,56,F,Bronze,2018-01-04
1080,Customer_80,Cairo,21,M,Silver,2018-01-04
1081,Customer_81,Cairo,35,M,Bronze,2018-01-04
1082,Customer_82,Alexandria,23,F,Bronze,2018-01-04
1083,Customer_83,Luxor,55,F,Silver,2018-01-04
1084,Customer_84,Alexandria,37,M,Bronze,2018-01-04
1085,Customer_85,Cairo,50,F,Gold,2018-01-04
1086,Customer_86,Cairo,56,M,Bronze,2018-01-04
1087,Customer_87,Alexandria,19,F,Gold,2018-01-04
1088,Customer_88,Cairo,51,F,Bronze,2018-01-04
1089,Customer_89,Cairo,25,M,Silver,2018-01-04
1090,Customer_90,Cairo,54,F,Silver,2018-01-04
1091,Customer_91,Giza,57,M,Bronze,2018-01-04
1092,Customer_92,Cairo,41,M,Silver,2018-01-04
1093,Customer_93,Luxor,63,F,Gold,2018-01-04
1094,Customer_94,Cairo,63,F,Bronze,2018-01-04
1095,Customer_95,Luxor,21,F,Bronze,2018-01-04
1096,Customer_96,Giza,41,M,Bronze,2018-01-05
1097,Customer_97,Cairo,56,M,Silver,2018-01-05
1098,Customer_98,Cairo,46,M,Bronze,2018-01-05
1099,Customer_99,Cairo,52,M,Bronze,2018-01-05
1100,Customer_100,Luxor,20,F,Bronze,2018-01-05
1101,Customer_101,Alexandria,21,M,Silver,2018-01-05
1102,Customer_102,Luxor,39,M,Platinum,2018-01-05
1103,Customer_103,Alexandria,62,M,Silver,2018-01-05
1104,Customer_104,Alexandria,21,M,Bronze,2018-01-05
1105,Customer_105,Alexandria,49,F,Gold,2018-01-05
1106,Customer_106,Luxor,22,M,Bronze,2018-01-05
1107,Customer_107,Cairo,42,M,Gold,2018-01-05
1108,Customer_108,Giza,22,M,Silver,2018-01-05
1109,Customer_109,Alexandria,41,M,Bronze,2018-01-05
1110,Customer_110,Giza,68,M,Bronze,2018-01-05
1111,Customer_111,Luxor,33,M,Bronze,2018-01-05
1112,Customer_112,Giza,56,F,Bronze,2018-01-05
1113,Customer_113,Giza,67,M,Bronze,2018-01-05
1114,Customer_114,Giza,57,F,Silver,2018-01-05
1115,Customer_115,Alexandria,48,M,Bronze,2018-01-05
1116,Customer_116,Cairo,23,F,Silver,2018-01-05
1117,Customer_117,Luxor,35,F,Bronze,2018-01-05
1118,Customer_118,Giza,48,F,Gold,2018-01-05
1119,Customer_119,Luxor,64,F,Silver,2018-01-05
1120,Customer_120,Luxor,53,F,Bronze,2018-01-06
1121,Customer_121,Giza,49,M,Silver,2018-01-06
1122,Customer_122,Cairo,66,F,Bronze,2018-01-06
1123,Customer_123,Luxor,67,M,Bronze,2018-01-06
1124,Customer_124,Giza,38,M,Silver,2018-01-06
1125,Customer_125,Alexandria,34,F,Bronze,2018-01-06
1126,Customer_126,Cairo,35,M,Silver,2018-01-06
1127,Customer_127,Giza,47,M,Bronze,2018-01-06
1128,Customer_128,Cairo,65,F,Bronze,2018-01-06
1129,Customer_129,Giza,48,F,Silver,2018-01-06
1130,Customer_130,Alexandria,60,F,Gold,2018-01-06
1131,Customer_131,Alexandria,34,F,Bronze,2018-01-06
1132,Customer_132,Giza,31,F,Bronze,2018-01-06
1133,Customer_133,Cairo,49,M,Silver,2018-01-06
1134,Customer_134,Giza,60,F,Bronze,2018-01-06
1135,Customer_135,Cairo,44,M,Bronze,2018-01-06
1136,Customer_136,Luxor,65,F,Gold,2018-01-06
1137,Customer_137,Cairo,42,M,Bronze,2018-01-06
1138,Customer_138,Alexandria,58,F,Bronze,2018-01-06
1139,Customer_139,Luxor,50,F,Platinum,2018-01-06
1140,Customer_140,Giza,46,F,Silver,2018-01-06
1141,Customer_141,Cairo,43,F,Silver,2018-01-06
1142,Customer_142,Giza,45,F,Silver,2018-01-06
1143,Customer_143,Giza,34,F,Silver,2018-01-06
1144,Customer_144,Alexandria,51,M,Bronze,2018-01-07
1145,Customer_145,Luxor,36,M,Gold,2018-01-07
1146,Customer_146,Luxor,32,M,Silver,2018-01-07
1147,Customer_147,Cairo,59,F,Gold,2018-01-07
1148,Customer_148,Luxor,42,M,Gold,2018-01-07
1149,Customer_149,Alexandria,50,F,Silver,2018-01-07
1150,Customer_150,Luxor,44,F,Bronze,2018-01-07
1151,Customer_151,Giza,33,M,Silver,2018-01-07
1152,Customer_152,Luxor,59,F,Silver,2018-01-07
1153,Customer_153,Cairo,29,M,Silver,2018-01-07
1154,Customer_154,Cairo,35,M,Silver,2018-01-07
1155,Customer_155,Alexandria,24,F,Bronze,2018-01-07
1156,Customer_156,Cairo,25,F,Silver,2018-01-07
1157,Customer_157,Alexandria,54,M,Gold,2018-01-07
1158,Customer_158,Alexandria,63,M,Bronze,2018-01-07
1159,Customer_159,Cairo,38,M,Bronze,2018-01-07
1160,Customer_160,Alexandria,23,F,Bronze,2018-01-07
1161,Customer_161,Luxor,28,M,Bronze,2018-01-07
1162,Customer_162,Giza,68,F,Gold,2018-01-07
1163,Customer_163,Giza,46,F,Bronze,2018-01-07
1164,Customer_164,Giza,52,M,Bronze,2018-01-07
1165,Customer_165,Alexandria,39,M,Silver,2018-01-07
1166,Customer_166,Luxor,50,F,Bronze,2018-01-07
1167,Customer_167,Alexandria,45,F,Bronze,2018-01-07
1168,Customer_168,Alexandria,37,M,Bronze,2018-01-08
1169,Customer_169,Cairo,55,F,Bronze,2018-01-08
1170,Customer_170,Alexandria,36,M,Silver,2018-01-08
1171,Customer_171,Giza,55,M,Gold,2018-01-08
1172,Customer_172,Giza,43,M,Platinum,2018-01-08
1173,Customer_173,Cairo,39,M,Silver,2018-01-08
1174,Customer_174,Giza,58,F,Bronze,2018-01-08
1175,Customer_175,Cairo,20,M,Gold,2018-01-08
1176,Customer_176,Giza,35,F,Gold,2018-01-08
1177,Customer_177,Cairo,35,F,Silver,2018-01-08
1178,Customer_178,Giza,69,M,Bronze,2018-01-08
1179,Customer_179,Alexandria,23,M,Bronze,2018-01-08
1180,Customer_180,Alexandria,54,M,Silver,2018-01-08
1181,Customer_181,Cairo,22,F,Bronze,2018-01-08
1182,Customer_182,Alexandria,27,M,Bronze,2018-01-08
1183,Customer_183,Cairo,56,F,Bronze,2018-01-08
1184,Customer_184,Alexandria,62,M,Bronze,2018-01-08
1185,Customer_185,Giza,21,F,Silver,2018-01-08
1186,Customer_186,Cairo,52,F,Silver,2018-01-08
1187,Customer_187,Luxor,40,M,Bronze,2018-01-08
1188,Customer_188,Alexandria,30,M,Silver,2018-01-08
1189,Customer_189,Cairo,46,F,Bronze,2018-01-08
1190,Customer_190,Giza,30,F,Bronze,2018-01-08
1191,Customer_191,Cairo,46,M,Gold,2018-01-08
1192,Customer_192,Cairo,59,F,Bronze,2018-01-09
1193,Customer_193,Alexandria,51,M,Silver,2018-01-09
1194,Customer_194,Luxor,43,M,Bronze,2018-01-09
1195,Customer_195,Alexandria,59,M,Gold,2018-01-09
1196,Customer_196,Alexandria,56,F,Platinum,2018-01-09
1197,Customer_197,Alexandria,27,F,Bronze,2018-01-09
1198,Customer_198,Alexandria,40,M,Gold,2018-01-09
1199,Customer_199,Luxor,53,M,Bronze,2018-01-09
1200,Customer_200,Cairo,63,M,Gold,2018-01-09
1201,Customer_201,Luxor,25,M,Silver,2018-01-09
1202,Customer_202,Cairo,46,F,Gold,2018-01-09
1203,Customer_203,Giza,41,M,Bronze,2018-01-09
1204,Customer_204,Alexandria,52,M,Silver,2018-01-09
1205,Customer_205,Luxor,32,F,Gold,2018-01-09
1206,Customer_206,Cairo,65,M,Gold,2018-01-09
1207,Customer_207,Alexandria,41,M,Bronze,2018-01-09
1208,Customer_208,Luxor,18,F,Gold,2018-01-09
1209,Customer_209,Giza,47,F,Silver,2018-01-09
1210,Customer_210,Giza,29,M,Bronze,2018-01-09
1211,Customer_211,Alexandria,20,M,Bronze,2018-01-09
1212,Customer_212,Luxor,40,F,Bronze,2018-01-09
1213,Customer_213,Giza,43,M,Silver,2018-01-09
1214,Customer_214,Cairo,48,F,Gold,2018-01-09
1215,Customer_215,Cairo,68,M,Silver,2018-01-09
1216,Customer_216,Alexandria,22,F,Bronze,2018-01-10
1217,Customer_217,Luxor,21,F,Bronze,2018-01-10
1218,Customer_218,Alexandria,68,F,Bronze,2018-01-10
1219,Customer_219,Luxor,40,F,Silver,2018-01-10
1220,Customer_220,Alexandria,32,F,Bronze,2018-01-10
1221,Customer_221,Giza,39,F,Bronze,2018-01-10
1222,Customer_222,Luxor,27,F,Bronze,2018-01-10
1223,Customer_223,Alexandria,28,F,Bronze,2018-01-10
1224,Customer_224,Luxor,21,M,Bronze,2018-01-10
1225,Customer_225,Luxor,54,M,Silver,2018-01-10
1226,Customer_226,Giza,62,F,Bronze,2018-01-10
1227,Customer_227,Alexandria,26,M,Bronze,2018-01-10
1228,Customer_228,Cairo,37,F,Platinum,2018-01-10
1229,Customer_229,Alexandria,58,M,Bronze,2018-01-10
1230,Customer_230,Luxor,33,F,Bronze,2018-01-10
1231,Customer_231,Luxor,68,M,Bronze,2018-01-10
1232,Customer_232,Luxor,42,M,Bronze,2018-01-10
1233,Customer_233,Cairo,39,M,Bronze,2018-01-10
1234,Customer_234,Luxor,54,F,Silver,2018-01-10
1235,Customer_235,Luxor,58,M,Platinum,2018-01-10
1236,Customer_236,Giza,65,M,Bronze,2018-01-10
1237,Customer_237,Alexandria,34,F,Platinum,2018-01-10
1238,Customer_238,Luxor,57,F,Bronze,2018-01-10
1239,Customer_239,Giza,61,F,Silver,2018-01-10
1240,Customer_240,Luxor,36,F,Gold,2018-01-11
1241,Customer_241,Alexandria,66,M,Gold,2018-01-11
1242,Customer_242,Giza,25,F,Bronze,2018-01-11
1243,Customer_243,Cairo,31,F,Gold,2018-01-11
1244,Customer_244,Cairo,31,F,Silver,2018-01-11
1245,Customer_245,Alexandria,22,F,Bronze,2018-01-11
1246,Customer_246,Luxor,54,F,Bronze,2018-01-11
1247,Customer_247,Luxor,50,F,Silver,2018-01-11
1248,Customer_248,Cairo,27,M,Silver,2018-01-11
1249,Customer_249,Giza,60,F,Bronze,2018-01-11
1250,Customer_250,Giza,56,M,Bronze,2018-01-11
1251,Customer_251,Giza,51,F,Bronze,2018-01-11
1252,Customer_252,Giza,31,M,Bronze,2018-01-11
1253,Customer_253,Luxor,56,F,Silver,2018-01-11
1254,Customer_254,Alexandria,41,F,Silver,2018-01-11
1255,Customer_255,Giza,38,F,Silver,2018-01-11
1256,Customer_256,Alexandria,54,M,Bronze,2018-01-11
1257,Customer_257,Giza,30,F,Gold,2018-01-11
1258,Customer_258,Luxor,20,M,Bronze,2018-01-11
1259,Customer_259,Alexandria,63,M,Gold,2018-01-11
1260,Customer_260,Alexandria,60,F,Silver,2018-01-11
1261,Customer_261,Luxor,53,F,Bronze,2018-01-11
1262,Customer_262,Alexandria,67,F,Silver,2018-01-11
1263,Customer_263,Cairo,47,M,Silver,2018-01-11
1264,Customer_264,Luxor,69,M,Gold,2018-01-12
1265,Customer_265,Cairo,38,F,Bronze,2018-01-12
1266,Customer_266,Alexandria,21,M,Bronze,2018-01-12
1267,Customer_267,Cairo,56,M,Bronze,2018-01-12
1268,Customer_268,Alexandria,62,F,Bronze,2018-01-12
1269,Customer_269,Luxor,47,F,Gold,2018-01-12
1270,Customer_270,Luxor,20,F,Silver,2018-01-12
1271,Customer_271,Giza,42,F,Bronze,2018-01-12
1272,Customer_272,Alexandria,44,F,Bronze,2018-01-12
1273,Customer_273,Giza,58,M,Silver,2018-01-12
1274,Customer_274,Giza,49,M,Silver,2018-01-12
1275,Customer_275,Cairo,41,F,Bronze,2018-01-12
1276,Customer_276,Giza,56,F,Bronze,2018-01-12
1277,Customer_277,Cairo,55,F,Bronze,2018-01-12
1278,Customer_278,Alexandria,54,M,Bronze,2018-01-12
1279,Customer_279,Giza,56,F,Silver,2018-01-12
1280,Customer_280,Alexandria,67,M,Bronze,2018-01-12
1281,Customer_281,Alexandria,21,F,Bronze,2018-01-12
1282,Customer_282,Alexandria,60,F,Bronze,2018-01-12
1283,Customer_283,Giza,38,M,Bronze,2018-01-12
1284,Customer_284,Alexandria,54,F,Bronze,2018-01-12
1285,Customer_285,Alexandria,34,F,Bronze,2018-01-12
1286,Customer_286,Cairo,24,M,Platinum,2018-01-12
1287,Customer_287,Giza,52,F,Bronze,2018-01-12
1288,Customer_288,Giza,46,M,Silver,2018-01-13
1289,Customer_289,Giza,29,F,Bronze,2018-01-13
1290,Customer_290,Cairo,30,M,Bronze,2018-01-13
1291,Customer_291,Cairo,47,M,Silver,2018-01-13
1292,Customer_292,Alexandria,34,M,Silver,2018-01-13
1293,Customer_293,Luxor,18,M,Bronze,2018-01-13
1294,Customer_294,Luxor,45,F,Silver,2018-01-13
1295,Customer_295,Alexandria,64,M,Silver,2018-01-13
1296,Customer_296,Cairo,18,F,Bronze,2018-01-13
1297,Customer_297,Luxor,39,M,Silver,2018-01-13
1298,Customer_298,Cairo,20,F,Silver,2018-01-13
1299,Customer_299,Giza,23,M,Bronze,2018-01-13
1300,Customer_300,Luxor,39,M,Gold,2018-01-13
1301,Customer_301,Cairo,58,M,Bronze,2018-01-13
1302,Customer_302,Cairo,19,M,Platinum,2018-01-13
1303,Customer_303,Alexandria,20,F,Bronze,2018-01-13
1304,Customer_304,Giza,35,F,Bronze,2018-01-13
1305,Customer_305,Alexandria,33,F,Silver,2018-01-13
1306,Customer_306,Giza,69,F,Silver,2018-01-13
1307,Customer_307,Cairo,46,F,Gold,2018-01-13
1308,Customer_308,Alexandria,48,F,Bronze,2018-01-13
1309,Customer_309,Alexandria,48,M,Gold,2018-01-13
1310,Customer_310,Alexandria,40,F,Silver,2018-01-13
1311,Customer_311,Giza,28,F,Bronze,2018-01-13
1312,Customer_312,Giza,54,M,Bronze,2018-01-14
1313,Customer_313,Alexandria,59,M,Bronze,2018-01-14
1314,Customer_314,Luxor,18,F,Bronze,2018-01-14
1315,Customer_315,Luxor,45,F,Gold,2018-01-14
1316,Customer_316,Luxor,37,M,Silver,2018-01-14
1317,Customer_317,Luxor,46,M,Silver,2018-01-14
1318,Customer_318,Giza,29,F,Bronze,2018-01-14
1319,Customer_319,Alexandria,32,M,Silver,2018-01-14
1320,Customer_320,Giza,42,M,Gold,2018-01-14
1321,Customer_321,Alexandria,44,M,Silver,2018-01-14
1322,Customer_322,Alexandria,31,M,Bronze,2018-01-14
1323,Customer_323,Luxor,37,F,Silver,2018-01-14
1324,Customer_324,Luxor,39,F,Bronze,2018-01-14
1325,Customer_325,Alexandria,25,M,Silver,2018-01-14
1326,Customer_326,Cairo,21,M,Gold,2018-01-14
1327,Customer_327,Cairo,69,M,Bronze,2018-01-14
1328,Customer_328,Alexandria,18,M,Bronze,2018-01-14
1329,Customer_329,Giza,60,F,Bronze,2018-01-14
1330,Customer_330,Giza,61,M,Bronze,2018-01-14
1331,Customer_331,Alexandria,38,M,Silver,2018-01-14
1332,Customer_332,Giza,48,F,Bronze,2018-01-14
1333,Customer_333,Luxor,54,M,Bronze,2018-01-14
1334,Customer_334,Luxor,32,M,Silver,2018-01-14
1335,Customer_335,Luxor,28,M,Gold,2018-01-14
1336,Customer_336,Cairo,62,F,Bronze,2018-01-15
1337,Customer_337,Alexandria,37,F,Bronze,2018-01-15
1338,Customer_338,Luxor,61,F,Silver,2018-01-15
1339,Customer_339,Cairo,44,F,Silver,2018-01-15
1340,Customer_340,Cairo,39,M,Silver,2018-01-15
1341,Customer_341,Luxor,55,F,Bronze,2018-01-15
1342,Customer_342,Giza,24,M,Silver,2018-01-15
1343,Customer_343,Cairo,32,F,Bronze,2018-01-15
1344,Customer_344,Luxor,30,M,Bronze,2018-01-15
1345,Customer_345,Luxor,63,F,Bronze,2018-01-15
1346,Customer_346,Cairo,24,M,Silver,2018-01-15
1347,Customer_347,Alexandria,28,F,Bronze,2018-01-15
1348,Customer_348,Cairo,41,F,Silver,2018-01-15
1349,Customer_349,Giza,24,F,Bronze,2018-01-15
1350,Customer_350,Alexandria,40,M,Bronze,2018-01-15
1351,Customer_351,Cairo,39,F,Silver,2018-01-15
1352,Customer_352,Alexandria,22,M,Bronze,2018-01-15
1353,Customer_353,Alexandria,47,F,Bronze,2018-01-15
1354,Customer_354,Luxor,63,F,Silver,2018-01-15
1355,Customer_355,Giza,39,F,Bronze,2018-01-15
1356,Customer_356,Alexandria,49,F,Bronze,2018-01-15
1357,Customer_357,Alexandria,24,M,Silver,2018-01-15
1358,Customer_358,Giza,49,F,Bronze,2018-01-15
1359,Customer_359,Luxor,59,F,Silver,2018-01-15
1360,Customer_360,Alexandria,52,F,Bronze,2018-01-16
1361,Customer_361,Alexandria,34,F,Bronze,2018-01-16
1362,Customer_362,Cairo,20,F,Bronze,2018-01-16
1363,Customer_363,Cairo,44,M,Silver,2018-01-16
1364,Customer_364,Alexandria,33,M,Bronze,2018-01-16
1365,Customer_365,Cairo,37,M,Bronze,2018-01-16
1366,Customer_366,Luxor,51,M,Gold,2018-01-16
1367,Customer_367,Giza,18,M,Bronze,2018-01-16
1368,Customer_368,Cairo,62,F,Bronze,2018-01-16
1369,Customer_369,Giza,54,F,Gold,2018-01-16
1370,Customer_370,Giza,26,M,Bronze,2018-01-16
1371,Customer_371,Cairo,32,M,Bronze,2018-01-16
1372,Customer_372,Giza,56,M,Bronze,2018-01-16
1373,Customer_373,Luxor,44,M,Bronze,2018-01-16
1374,Customer_374,Giza,51,F,Bronze,2018-01-16
1375,Customer_375,Alexandria,46,F,Bronze,2018-01-16
1376,Customer_376,Luxor,69,M,Silver,2018-01-16
1377,Customer_377,Alexandria,36,F,Silver,2018-01-16
1378,Customer_378,Luxor,25,F,Gold,2018-01-16
1379,Customer_379,Giza,44,M,Bronze,2018-01-16
1380,Customer_380,Giza,52,M,Silver,2018-01-16
1381,Customer_381,Giza,47,M,Bronze,2018-01-16
1382,Customer_382,Cairo,29,M,Bronze,2018-01-16
1383,Customer_383,Giza,25,F,Silver,2018-01-16
1384,Customer_384,Alexandria,23,F,Gold,2018-01-17
1385,Customer_385,Alexandria,61,F,Silver,2018-01-17
1386,Customer_386,Luxor,27,F,Silver,2018-01-17
1387,Customer_387,Luxor,57,F,Bronze,2018-01-17
1388,Customer_388,Cairo,60,F,Bronze,2018-01-17
1389,Customer_389,Cairo,31,M,Bronze,2018-01-17
1390,Customer_390,Cairo,28,M,Silver,2018-01-17
1391,Customer_391,Luxor,32,M,Bronze,2018-01-17
1392,Customer_392,Cairo,25,F,Bronze,2018-01-17
1393,Customer_393,Giza,37,F,Gold,2018-01-17
1394,Customer_394,Alexandria,21,M,Platinum,2018-01-17
1395,Customer_395,Alexandria,44,F,Bronze,2018-01-17
1396,Customer_396,Cairo,24,F,Gold,2018-01-17
1397,Customer_397,Alexandria,54,F,Silver,2018-01-17
1398,Customer_398,Alexandria,59,M,Bronze,2018-01-17
1399,Customer_399,Alexandria,69,F,Silver,2018-01-17
1400,Customer_400,Luxor,56,M,Bronze,2018-01-17
1401,Customer_401,Cairo,42,F,Bronze,2018-01-17
1402,Customer_402,Giza,56,M,Bronze,2018-01-17
1403,Customer_403,Cairo,25,M,Silver,2018-01-17
1404,Customer_404,Luxor,53,M,Silver,2018-01-17
1405,Customer_405,Luxor,18,M,Bronze,2018-01-17
1406,Customer_406,Cairo,19,M,Bronze,2018-01-17
1407,Customer_407,Alexandria,44,F,Silver,2018-01-17
1408,Customer_408,Cairo,25,M,Gold,2018-01-18
1409,Customer_409,Cairo,42,F,Platinum,2018-01-18
1410,Customer_410,Cairo,58,M,Bronze,2018-01-18
1411,Customer_411,Alexandria,35,F,Gold,2018-01-18
1412,Customer_412,Giza,68,F,Bronze,2018-01-18
1413,Customer_413,Cairo,41,F,Bronze,2018-01-18
1414,Customer_414,Giza,34,M,Gold,2018-01-18
1415,Customer_415,Giza,36,M,Gold,2018-01-18
1416,Customer_416,Alexandria,36,F,Silver,2018-01-18
1417,Customer_417,Alexandria,63,M,Silver,2018-01-18
1418,Customer_418,Alexandria,34,M,Bronze,2018-01-18
1419,Customer_419,Giza,32,M,Bronze,2018-01-18
1420,Customer_420,Luxor,61,M,Bronze,2018-01-18
1421,Customer_421,Cairo,57,F,Bronze,2018-01-18
1422,Customer_422,Giza,43,M,Bronze,2018-01-18
1423,Customer_423,Cairo,45,M,Silver,2018-01-18
1424,Customer_424,Alexandria,61,F,Silver,2018-01-18
1425,Customer_425,Cairo,29,M,Bronze,2018-01-18
1426,Customer_426,Alexandria,44,M,Silver,2018-01-18
1427,Customer_427,Luxor,43,M,Gold,2018-01-18
1428,Customer_428,Alexandria,50,M,Silver,2018-01-18
1429,Customer_429,Luxor,54,M,Silver,2018-01-18
1430,Customer_430,Giza,33,M,Silver,2018-01-18
1431,Customer_431,Alexandria,29,F,Silver,2018-01-18
1432,Customer_432,Giza,27,F,Bronze,2018-01-19
1433,Customer_433,Luxor,45,M,Bronze,2018-01-19
1434,Customer_434,Cairo,30,F,Platinum,2018-01-19
1435,Customer_435,Giza,69,M,Bronze,2018-01-19
1436,Customer_436,Luxor,33,F,Silver,2018-01-19
1437,Customer_437,Cairo,53,M,Bronze,2018-01-19
1438,Customer_438,Cairo,64,F,Bronze,2018-01-19
1439,Customer_439,Giza,66,F,Silver,2018-01-19
1440,Customer_440,Cairo,35,M,Bronze,2018-01-19
1441,Customer_441,Luxor,31,M,Gold,2018-01-19
1442,Customer_442,Luxor,52,M,Silver,2018-01-19
1443,Customer_443,Cairo,31,M,Silver,2018-01-19
1444,Customer_444,Giza,68,M,Silver,2018-01-19
1445,Customer_445,Alexandria,34,M,Silver,2018-01-19
1446,Customer_446,Luxor,69,M,Bronze,2018-01-19
1447,Customer_447,Giza,54,F,Bronze,2018-01-19
1448,Customer_448,Luxor,59,M,Silver,2018-01-19
1449,Customer_449,Cairo,47,M,Silver,2018-01-19
1450,Customer_450,Alexandria,40,F,Gold,2018-01-19
1451,Customer_451,Giza,44,M,Bronze,2018-01-19
1452,Customer_452,Giza,38,M,Bronze,2018-01-19
1453,Customer_453,Cairo,40,M,Silver,2018-01-19
1454,Customer_454,Cairo,21,M,Gold,2018-01-19
1455,Customer_455,Alexandria,28,M,Bronze,2018-01-19
1456,Customer_456,Alexandria,35,M,Bronze,2018-01-20
1457,Customer_457,Giza,69,F,Silver,2018-01-20
1458,Customer_458,Luxor,34,M,Bronze,2018-01-20
1459,Customer_459,Luxor,69,M,Bronze,2018-01-20
1460,Customer_460,Alexandria,62,F,Silver,2018-01-20
1461,Customer_461,Giza,18,M,Silver,2018-01-20
1462,Customer_462,Alexandria,21,F,Bronze,2018-01-20
1463,Customer_463,Giza,69,F,Bronze,2018-01-20
1464,Customer_464,Alexandria,69,M,Bronze,2018-01-20
1465,Customer_465,Luxor,29,M,Bronze,2018-01-20
1466,Customer_466,Luxor,19,F,Bronze,2018-01-20
1467,Customer_467,Cairo,36,F,Silver,2018-01-20
1468,Customer_468,Cairo,22,F,Gold,2018-01-20
1469,Customer_469,Alexandria,21,F,Silver,2018-01-20
1470,Customer_470,Giza,53,M,Bronze,2018-01-20
